date,company,title,location,salary,benefits,description,website
,Fidelity TalentSource,Data Analyst,"Boston, MA 02210 (South Boston area)",Full-time +1,,"Fidelity TalentSource is your destination for discovering your next temporary role at Fidelity Investments! We are currently sourcing for a Data Analyst to work in the Enterprise Technology Group in Boston MA, Durham NC, Merrimack NH or Westlake, TX. Senior IT Data Analyst Fidelity Enterprise Technology – Financial Management Technology is seeking a Senior IT Data Analyst to join our squad to build out Fidelity’s Data Platform! Your collaboration within your squad, with managerial finance business partners, and through alignment to your Chapter, your work will enable easier access to enterprise views, improved data analytics, and ability to provide greater insights and decision-making capabilities to support reporting and analytics. The Expertise and Skills You Bring You are an expert in gathering business requirements and translating them to data solutions. You are skilled at effectively defining use cases and simplifying complex concepts. You are able to define user stories and validate the impact of changes to datasets and data models. You can break up complex work into digestible work elements. You have a good, applied knowledge of agile methodologies and practices. Familiarity with Jira / Jira Align is a big plus. You have an excellent working knowledge of SQL or Python, and are able to independently wrangle our datasets to obtain valuable insights. You understand and communicate sophisticated concepts effectively to a variety of audiences, both technical and non-technical. You make the complicated simple. You have a passion for continuous learning, mastering of new skills, and keeping abreast of the latest innovations across data analytics. You have strong data analysis and data profiling skills, and can define robust test scenarios. You have experience navigating integrated enterprise data and working across multi-functional teams. You are able to identify alternative approaches and make recommendations on the benefits and shortcomings of each approach. You are known as a go-getter, with the ability to unravel a mystery – data, business process or organizational. You apply data management and data modelling practices when building data solutions. You are an effective communicator with a strong ability to cultivate relationships. You have excellent communication and presentation skills. Your familiarity with enterprise data lakes and Cloud data platforms such as Snowflake is a big plus. The Team As the squad's IT data analyst, you will be encouraged to quickly gain understanding of the finance data lake on Fidelity’s data platform. The squad is within The Financial Management Technology product area, whose mission is to build innovate technology solutions for business processes and capabilities that enable a world class finance organization. Squad members come together from their role-centric chapters and are staffed to the Squad to accomplish the work. A persistent, collaborative bunch, the Squad accepts priorities from their Squad lead, but has autonomy over how they accomplish the goal of each sprint. Your chapter-based alignment is how your career growth is honed through your learning day experiences, and how you maintain an enterprise-wide understanding and vision of the context of your work. COVID Work Policy Safety is our top priority. Once we can be together in person with fewer safety measures, this role will follow our dynamic working approach. You’ll be spending some of your time onsite depending on the nature and needs of your role. Dynamic Working – Post Pandemic Our aim is to combine the best of working offsite with coming together in person. For most teams this means a consistent balance of working from home and office that supports the needs of your role, experience level, and working style. Your success and growth is important to us, so you’ll want to enjoy the benefits of coming together in person – face to face learning and training, quality time with your manager and teammates, building your career network, making friends, and taking full advantage of cultural and social experiences Fidelity provides for you.  Company Overview Fidelity TalentSource is the in-house temporary staffing provider for Fidelity Investments, one of the largest and most diversified global financial services firms in the industry. We welcome individuals from all backgrounds, including technology and customer service, to fill assignments across Fidelity’s U.S.-based regional and investor center locations. If you would like to experience Fidelity’s supportive and collaborative culture while expanding your skill set and developing your professional network, consider a role with Fidelity TalentSource. Apply today at FTSJobs.com. We believe that the most effective way to attract, develop and retain a diverse workforce is to build an enduring culture of inclusion and belonging. Fidelity TalentSource will reasonably accommodate applicants with disabilities who need adjustments to participate in the application or interview process. To initiate a request for an accommodation, please contact our HR team at HR@ ftsjobs.com. Information about Fidelity Investments At Fidelity Investments, our customers are at the heart of everything we do. As a privately held company with a rich 75-year history, our mission has remained the same since our founding: to strengthen the financial well-being of our clients. We help people invest and plan for their future. We assist companies and non-profit organizations in delivering benefits to their employees. And we provide institutions and independent advisors with investment and technology solutions to help invest their own clients’ money. For information about working at Fidelity, visit FidelityCareers.com. Fidelity Investments and Fidelity TalentSource are equal opportunity employers.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AoYXfdOe7El6-Ykny_IbMrQLc_ftZ75MJybi-dJXWXjsCzoyCJRRBVlF9fO0cfHB8xr2BsAK_dzR-GJ_CR_tXPZ6cbxdL8Zkyg7ySTkxAuvXzrIX2LYHQSexBdsdRtJ_yUSLqfn11Uz4g_1uqbfrq8UrJjHrNAGRMSRwfkkDnPKY0dX5ESK8b9rEBJLbVrJXyS9zv_KC10ktgV3GNx9f21mD2Zi3_yIa-xZ37Gaw0e-U0oH1ndA0Y7pRij1LgjoWxAm1StwV6BpEUDPXiG8yIyMvJZX5LBybw9GV0EIuJd8oW5vt68kSrvj8LWhRPgoMt9SZlUd5GE7S-Xjp6FSju1CPxZcB30vRJfBbPxe-8JNkM4b7NYnUNUP-MaIUcYks-1_IANTFaEQx-dCWkyZYVXpYfwPGwq9XyMWPOkbJrVfgEocOeHD8oCCEXwCymp2bJC8oOKVQ9OBmfCODmaMbWBTVENwYt_OGrcibxUu_bkUCvp3FhtJQXrOBXvUuwzNqsPWlCqqr2MBQ==&xkcb=SoAv-_M3bC3P6Z0yqB0LbzkdCdPP&p=2&fvj=0&vjs=3
,Pannier Graphics,Cost Estimator/Data Analyst,"Gibsonia, PA 15044","$45,000 - $55,000 a year",401(k) Dental insurance Health insurance Paid time off Vision insurance,"Position Summary The Pannier Graphics Cost Estimator/Data Analyst is primarily responsible for preparing and communicating total project cost estimates, inclusive of all relevant costs, to appropriate personnel in a timely fashion. This position is also responsible for analyzing data in order to identify, create, and maintain a variety of organizational metrics and to provide input to leadership on the aforementioned data, inclusive of results, trends, recommendations, etc. Primary Duties Determine what materials, manufacturing processes, and other relevant costs will influence the total cost of a project in order to prepare and communicate a total cost estimate to appropriate personnel in a timely fashion Develop means to capture total costs in an efficient manner, respectful of the fact that many projects have similar cost structure(s), in order to reduce the number of new cost estimates Responsible for reviewing costs of existing products in order to analyze total costs, determine profitability, and report findings and recommendations to leadership Process and analyze a variety of data in order to identify, create, and maintain a variety of organizational metrics to provide input to leadership on results, trends, recommendations, etc. Required Skills/Competencies Analytical/logical mindset Time Management effectiveness Positive and professional attitude with excellent written and oral communication skills Self-motivated/high energy Exemplary Excel skills Report on-site in Gibsonia, Pennsylvania Job Type: Full-time Pay: $45,000.00 - $55,000.00 per year Benefits: 401(k) Dental insurance Health insurance Paid time off Vision insurance Schedule: 5x8 8 hour shift Day shift Monday to Friday Work Location: One location",https://www.indeed.com/company/Pannier-Graphics/jobs/Cost-Estimator-Data-Analyst-5324653022ba4641?fccid=7bfb8d9093e7ea57&vjs=3
Employer reviewed job 3 days ago,TRESUME,Entry level Data Analyst,"Manassas, VA 20109 (Bull Run area)+10 locations",$25 - $30 an hour,,"Work with executives and other business leaders to identify opportunities for improvement Create reports for internal teams and/or external clients Collaborate with team members to collect and analyze data Use graphs, infographics and other methods to visualize data Establish KPIs to measure the effectiveness of business decisions Structure large data sets to find usable information Work with a team of analysts and other associates to process information Create presentations and reports based on recommendations and findings Job Type: Full-time Pay: $25.00 - $30.00 per hour Schedule: 8 hour shift Ability to commute/relocate: Manassas, VA 20109: Reliably commute or planning to relocate before starting work (Required) Experience: SQL: 1 year (Preferred) Work Location: One location",https://www.indeed.com/company/TRESUME/jobs/Entry-Level-Data-Analyst-031411119a031794?fccid=8456b57e4d97ccb6&vjs=3
Posted 30+ days ago,PepsiCo,Jr. Data Analyst,"Chicago, IL+2 locations",Full-time,,"This position can be located in Plano, Texas - Purchase, New York, - Chicago, Illinois As a Data Analyst, you will be the key domain expert overseeing PepsiCo's business process and drive a strong discussion for how Supply Chain, Financial, Consumer, Channel, Category business needs to be defined and prioritize by working very closely with business leads, data science team and data engineering team. You'll develop an in-depth understanding of business processes in and translate business requirements to data engineering team in technical way. Accountabilities: Discover, analyze, and scope data requirements & representing them in conceptual and logical data models Gather and analyze data pertaining to various business processes such as forecasts, capital requirements, inventory, logistic, manufacturing and production capacity to develop supply chain models. geographics, POS, pricing and promotion, store profile, e-commerce data to develop channel models. Discover, analyze, and scope data requirements & representing them in conceptual and logical data models Create high-level process models (system interface diagrams, workflow & swim lane diagrams, data flow diagrams) to represent processes for the area under analysis Empower the business by creating value through the increased adoption of data, data science and business intelligence landscape Responsible to improve the quality of data in relation to defined expectations Perform analysis of system data to identify patterns, exceptions, and erroneous data Qualifications / Requirements : Familiarity with data analysis & data profiling in project, business requirements definition or data engineering in CPG or Manufacturing Industry. Familiarity in the areas of Distribution Network Analysis, Manufacturing, Production Network Optimization, Transportation, Demand Planning, or other areas related to Supply Chain or other domains such as Financial, Consumer, Channel, Category etc. Familiarity of Data Profiling ability to identify trends and anomalies in the data to in-form data model build out. Familiarity in working with Datasets from POS Aggregators such as IRI, Nielsen, Kantar etc. Familiarity working with structured/unstructured datasets, ability to clearly document and communicate requirement to technical team members. Familiarity with Business Intelligence tools, SQLTools. Education: Bachelor’s Degree in IT, Computer Science, or related, or Supply Chain and Operations Management is required. Competencies: Strong knowledge and understanding of SC data elements and processes per the necessary in-scope data domain (i.e. Customer, Material, Vendor) Ability to translate business requirements into critical data dependencies and requirements Able to challenge and align various stakeholders to a common set of standards Self-starter with excellent written & verbal communication skills COVID-19 vaccination is a condition of employment for this role. Please note that all such company vaccine requirements provide the opportunity to request an approved accommodation or exemption under applicable law Job Type: Full-time Schedule: Monday to Friday Work Location: One location",https://www.indeed.com/company/PepsiCo/jobs/Junior-Data-Analyst-6f1a8e73e0ff6fc7?fccid=7ccab2fa064acd3a&vjs=3
,YOKOGAWA ENGINEERING ASIA PTE LTD,Data Analyst / Data Scientist (1-year Contract),"Marina, CA","$4,000 - $6,000 a month",,"Location Singapore, Central Singapore Planning Area MARINA SOUTH Job Type Contract Salary $4,000 - $6,000 Per Month Date Posted 2 days ago Expiry Date 03-Aug-2022 Additional Details Job ID 291871 Job Views 287 Roles & Responsibilities Scope of Work Working with industry, to perform feasibility studies at site and collect market needs and requirements Enhance the algorithm prediction accuracy and deal with data unavailability. Conduct research and develop Proof of Concept (PoC) prototypes Testing and validating the concept by managing and executing PoC projects Publishing patents, Conference articles, Journal articles and other technical documentation Pre-requisites Bachelor – Engineering / Science / Mathematics / Computer Studies Minimum 1-3 years of experience in the field of Machine Learning, Artificial Intelligence, Data Preparation, Mathematical modelling and Simulation, Data Analytics and Optimization Experience in process/petrochemical/manufacturing industries is a big plus. A good understanding of various processes and associated equipment in these industries will be added advantage. Prior experience in practical ML/AI application for a process industry / industrial automation domain is added advantage Programming Language: Python; Libraries: Pandas, Sklearn, Tensorflow, Nltk; Data Analysis: Regression, Classification, Clustering Data Storage: Sql, NoSql; Statistical Learning: Common Distributions, Hypothesis Testing Tags data analyst data scientist year contract",https://www.indeed.com/viewjob?jk=bda7fab337ee7849&fccid=9a233746c1db0fa0&vjs=3
,TikTok,Data Analyst - Tiktok Ads,"Seattle, WA+7 locations",,,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. The mission of TikTok Monetization Platform is to connect global advertisers, merchants, affiliates and users to get suitable marketing solutions and conversion funnels, to maximize conversion and monetization opportunities. Our vision is to build an easy-to-understand, easy-to-use and powerful platform for onsite commerce.  We are looking for data analysts to join the efforts driving monetization, Apply expertise in data analysis and visualization to see beyond the numbers and understand how our users interact with our ads products. Deliver data support for both short term and long term business development plans from strategic scope and execution aspects with in-depths analysis. Work closely with key cross functional teams such as product managers, data science, and engineers to solve business problems. Build/maintain reports, dashboards, and metrics to monitor the performance of business products. Bachelor's degree with a background in Math, Economics, Computer Science, Statistics, or other quantitative fields; Expert experience pulling large and complex data using SQL and writing data pipelines. Experience with a data visualization tool (e.g. Tableau); Prefer to Have Experience doing quantitative analysis; Development experience in at least one scripting language (PHP, Python, Perl, etc.); Excellent verbal and written English communication skills; Experience with large data sets and distributed computing (Hive/Hadoop) a plus TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too. TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com.",https://www.indeed.com/viewjob?jk=ea2bf81d89f746f0&fccid=caed318a9335aac0&vjs=3
,Paramount,Strategy Analyst,"New York, NY 10036",Full-time,,"Paramount Global (NASDAQ: PARA, PARAA) is a leading global media and entertainment company that creates premium content and experiences for audiences worldwide. Driven by iconic studios, networks and streaming services, Paramount's portfolio of consumer brands includes CBS, Showtime Networks, Paramount Pictures, Nickelodeon, MTV, Comedy Central, BET, Paramount+, Pluto TV and Simon & Schuster, among others. Paramount delivers the largest share of the U.S. television audience and boasts one of the industry's most important and extensive libraries of TV and film titles. In addition to offering innovative streaming services and digital video products, the company provides powerful capabilities in production, distribution and advertising solutions.  Overview and Responsibilities  Are you looking for an exciting opportunity at a world-renowned company and a fast-growing team? Then Paramount might be the place for you! We're searching for a spectacular Analyst to join our Ad Sales Strategy team, a key position within our group. In tandem with Ad Sales groups across the company, this team assists in the evaluation of market trends, development of overall sales strategy and goals, and enables Ad Sales Leadership to make strategic choices. We're a key driver of change in the Ad Sales organization, while encouraging collaboration across Ad Sales and related groups, to drive ad revenue and future opportunities. The Analyst position is a vital part of the team, responsible for the underlying research, analysis, and insights for the various Strategy projects. Responsibilities include but are not limited to:  Perform quantitative and qualitative analyses, and help develop insights and recommendations for our business and the broader marketplace to drive business forward  Build Excel models and analyses to analyze trends  Develop forecasting models  Assist in running the National Sales Incentive Compensation plan design and mechanics, including leading diverse cross-functional collaborators  Navigate improvement in project management workstreams  Monitor the advertising, marketing, and media/tech industry for key trends to formulate projections both short and long term  Compile and analyze information from internal and external sources for each year’s Upfront strategy  Produce well-designed and effective and Power Points, articulating the narrative behind presentations clearly and succinctly to the VP and other upper management at Paramount  Work on special projects and ad hoc requests as needed  Lead training sessions as necessary  Collect/analyze data to provide insight on trends in the industry and the performance of Paramount Ad Sales  Work with cross-functional teams and business areas to initiate selected projects such as digital and linear ad sales, integrated marketing, research, and business intelligence/P&I/Yield  Summarize disparate data into illuminating Executive summaries  Basic Qualifications  Advanced proficiency with Microsoft Excel and PowerPoint  Familiarity with sales CRM and reporting tools, such as Salesforce, Google Data Studio, and Tableau or similar visualization tools  Experience with large data sets, synthesizing insights, financial / operational modeling and recommending actions from data  Proficiency in key frameworks for strategic analysis - for example, competitive analysis, key financial ratios, SWOT analysis, market/industry analysis, etc.  Additional Qualifications  Strong knowledge and curiosity about the media, entertainment, and advertising industry  Ability to apply knowledge and resourcefulness in acquiring needed data, both from internal systems as well as external data and sources, understanding the appropriate internal groups on point to provide key types of data (e.g., financials, ratings, etc.)  Paramount is an equal opportunity employer (EOE) including disability/vet.  At Paramount, the spirit of inclusion feeds into everything that we do, on-screen and off. From the programming and movies we create to employee benefits/programs and social impact outreach initiatives, we believe that opportunity, access, resources and rewards should be available to and for the benefit of all. Paramount is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ethnicity, ancestry, religion, creed, sex, national origin, sexual orientation, age, citizenship status, marital status, disability, gender identity, gender expression, and Veteran status.  If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation if you are unable or limited in your ability to use or access. https://www.paramount.com/careers as a result of your disability. You can request reasonable accommodations by calling 212.846.5500 or by sending an email to viacomaccommodations@viacom.com. Only messages left for this purpose will be returned.",https://www.indeed.com/viewjob?jk=18f965711c6f9496&fccid=30cb52ad6dd37131&vjs=3
,Temple University,Part Time Faculty Data Analyst,Remote in Pennsylvania,Part-time,,"The Faculty Data Analyst is a part-time position. The analyst will help academia streamline faculty data input that is used in external marking information, profiles for speaking and research commitments, and regulatory/compliance documentation for the University and State of Pennsylvania. Temple University implemented Symplectic Elements, a research information management system (RIMS) to be a system of trusted data to capture faculty scholarly activity, to reduce redundancies, and to engage in an open access infrastructure to ensure data integrity and transparency. The system is a central repository of faculty activity including, but not limited to, scholarly activity and research publications. The Faculty Data Analyst will work under broad policy guidance and exercise sound judgement when making critical decisions regarding data in Symplectic Elements. Performs other duties as assigned. Visit https://careers.temple.edu/careers-temple to learn more about the benefits of working at Temple University. Required Education & Experience: Associates degree and at least one year of directly related technical experience. Experience in the functional use of data systems, especially publication databases, business intelligence tools, and/or enterprise data systems. Demonstrated experience collaborating with faculty and administrators on academic initiatives. Experience working with a research and information management system. An equivalent combination of education and experience may be considered. Required Skills & Abilities: A strong understanding of the professional activities in academic institutions, including academic publication and presentation, sponsored research, and outreach activities. Familiarity with external scholarly databases and their data is organized and cited. Documented strengths in written, oral, and interpersonal communication. Preferred: Previous experience with Symplectic Elements. This position requires a background check. Please note this position will work remotely, the duration of remote work will be at the discretion of Temple University and the department. Temple University values diversity and is committed to equal opportunity for all persons regardless of age, color, disability, ethnicity, marital status, national origin, race, religion, sex, sexual orientation, veteran status or any other status protected by law. In accordance with the City of Philadelphia's COVID-19 mandate, all Temple University students, faculty, staff, and contractors must be fully vaccinated before receiving authorization to work unless they have a medical or religious exemption approved by the University. An individual is considered fully vaccinated two (2) weeks following the second dose of the Pfizer or Moderna vaccine or two (2) weeks following a single dose of the Johnson & Johnson vaccine. Individuals who do not meet the University's vaccination or exemption requirement will be prohibited from working until proof of full vaccination or an exemption is requested and approved. For more information, visit the University's Vaccines web page at https://www.temple.edu/coronavirus/vaccines. Compliance Statement: In the performance of their functions as detailed in the position description employees have an obligation to avoid ethical, legal, financial and other conflicts of interest to ensure that their actions and outside activities do not conflict with their primary employment responsibilities at the institution. Employees are also expected to understand and be in compliance with applicable laws, University and employment policies and regulations, including NCAA regulations for areas and departments which their essential functions cause them to interact. To obtain additional information about Temple University please visit our website at www.temple.edu. Temple University's Annual Security and Fire Safety Report contains statistics, policies, and procedures related to campus safety and can be found at: https://safety.temple.edu/reports-logs/annual-security-report You may request a copy of the report by calling Temple University’s Campus Safety Services at 215-204-7900.",https://www.indeed.com/viewjob?jk=b1a5bd35bedae120&fccid=817c6e20b3f87796&vjs=3
Urgently hiring,Triunity software Inc.,Scrum Master/Business Analyst,Remote,$35 - $75 an hour,Health insurance Paid time off,"We are seeking entry level Scrum Masters - Multiple Positions available Responsibilities Elicit business requirements (features & user stories) for assigned project requests, and manage the product backlog Act as a liaison between project stakeholders Identify business needs and drivers of value and success Decompose the user stories to a consumable level that is understood by the developers Scrum Master organizes and facilitates sprint planning, daily stand-ups, sprint reviews, sprint retrospectives, and release planning Facilitates collaboration for both onsite and offshore teams, resolving conflict, removing impediments, and reducing external dependencies Coaches team members and stakeholders in preparation for Scrum ceremonies and events and in goal attainment Coaches team in Agile estimation techniques, makes appropriate and realistic commitments, and works closely with Product Owners Uses the Jira/Confluence tool to prepare, communicate, and share team metrics and delivery results Creates a product roadmap, coaches the writing of value-driven user stories, features, and epics, and maintains a well-refined backlog Provides regular feedback to the Agile Transformation Team about new insights and lessons learned from team experiences Scrum Master keeps informed and educated about industry trends concerning Agile methodologies Performs other job-related duties as assigned Qualifications: Minimum 0-3 years of experience Entry levels/s with non - IT background can also apply for this position No prior programming/coding background mandatory for this role Knowledge and experience using JIRA/Confluence Job Types: Full-time, Contract Pay: $35.00 - $75.00 per hour Benefits: Health insurance Paid time off Schedule: 8 hour shift Education: Bachelor's (Preferred) Work Location: Remote",https://www.indeed.com/company/Triunity-software-Inc./jobs/Scrum-Master-Business-Analyst-8da49fc866efccc1?fccid=b83f32b51b93a14c&vjs=3
Posted 1 day ago,Rainmakers Strategic Solutions,Data Analyst,Remote,"$35,000 - $55,000 a year",,"Rainmakers Strategic Solutions LLC (Rainmakers) is a federal government contractor providing an array of programmatic support services, including training and education, program management, data analytics, and stakeholder engagement for federal agencies. Rainmakers has traditionally worked within the federal healthcare space, supporting clients such as The Centers for Medicare & Medicaid Services, CDC, National Institutes of Health, and Health and Human Services Office of Inspector General. Our continued growth has allowed us to expand outside of healthcare. With over 30 years of award- winning expertise, the team here at Rainmakers is made up of respected professionals who apply extensive clinical and operational expertise to improve project outcomes and deliver outstanding quality to all of our clients. It’s an exciting time to be joining Rainmakers Strategic Solutions LLC. We are a rapidly growing small business with a strong footprint in the Federal government healthcare market space. We are looking to expand our meeting planning/conference team to support growing project needs. we welcome your passion to organize, plan, and execute both virtual and in-person meetings. Rainmakers is an Equal Opportunity Employer and shall abide by the requirements of 41 CFR 60-741.5(a). This regulation prohibits discrimination against qualified individuals on the basis of disability, and requires affirmative action by covered prime contractors and subcontractors to employ and advance in employment qualified individuals with disabilities. Job Summary: Identify and contact nursing home point of contacts to request information regarding required staff training related to infection control. Primary duties and responsibilities: · Determine point of contact for nursing homes identified · Make phone calls to point of contact, follow up and arrange time to speak with them, explain the purpose and importance of the call. · Document and summarize key project information and make available to Subject Matter Experts in an organized and readily available format · Identify if NH has completed CMS approved trainings · Gather information about non CMS training that has been provided to staff · Determine if trainings have included at least 75% of identified staff · Follow up and answer any questions regarding the process, explain next steps. Knowledge and Skills required: Candidate must have excellent phone skills, ability to communicate with executives and leadership, explain the importance of the information requested. Experience gathering and complying information in a organized, understandable format to relay to others. Must be self-directed, detail oriented and organized. Previous experience working in a nursing home or long-term care facility preferred. Job Type: Full-time Pay: $35,000.00 - $55,000.00 per year Schedule: 8 hour shift Work Location: Remote",https://www.indeed.com/company/Rainmakers-Strategic-Solution/jobs/Data-Analyst-cd9712dad3e3a83f?fccid=9701b23338677779&vjs=3
,Hakkoda,Associate Data Analyst,+2 locationsRemote,Full-time,,"ABOUT HAKKODA Hakkoda is a modern data consultancy empowering data driven organizations. We are experts in helping companies realize the full value of the Snowflake Data Cloud. We provide consulting and managed services in data architecture, data engineering, analytics and data science.  We are renowned for bringing our clients deep expertise, being easy to work with and for our fun culture as a great place to work! We are looking for curious and creative individuals who want to be part of a fast-paced, dynamic environment, where everyone’s input and efforts are valued.  We hire outstanding individuals and give them the opportunity to thrive in a collaborative atmosphere that values learning, growth, and hard work. Our team is distributed across the United States and Costa Rica. If you have the desire to be a part of an exciting, challenging, and rapidly-growing Snowflake consulting services company, and if you are passionate about making a difference in this world, apply now.  Role Description A Hakkoda Associate Data Analyst learns how to design and develop Snowflake Data Cloud solutions. The successful candidate will collect and analyze data to identify trends and provide clients with valuable information that they can use to improve marketing, operational and business practices. Their main duties include identifying, gathering, analyzing data and making their insights accessible to the company through easy-to-understand graphs, charts, tables and reports.  Qualifications and Experience 6 months to a year in a practical project and/or relevant education Perform data analysis, maintain/update existing data and generate data visualizations Enhance reporting outputs and data visualization using BI tools (Tableau, Power BI) Exposure to business intelligence / data analytics concepts and training Knowledge of one or more coding languages (Python, SQL, R, Power Query) Knowledge of any of the following tools is a plus: Snowflake and/or Sigma Ability to gather information and requirements from stakeholders Strong communication skills and demonstrated ability to collaborate with team members and data project teams Advanced English required Hakkoda is an exciting, high growth company, and we’re scaling our team. We are looking for exceptional people who share our values, challenge ordinary thinking, and push the pace of innovation while building a future for themselves and Hakkoda. We are a collaborative team of high achievers. We love to explore, challenge and have a lot of fun along the way. Are you ready for the adventure?",https://www.indeed.com/viewjob?jk=80c56c89e70352d2&fccid=4b1a34b1a2bce64d&vjs=3
,Koala Health,"Data Analyst, Growth",Remote,Full-time,401(k) Dental insurance Health insurance Unlimited paid time off Vision insurance Work from home,"At Koala Health, we have our eyes set on an ambitious goal: to make managing your pet’s health simple and delightful. We’ve already launched our pharmacy service that allows people to shop for their pets’ medications and supplements online and get them delivered to their doorstep in presorted medication pouches. Now we’re focused on continuing to improve that experience while building a suite of new products and services that will make the pet health experience even better.  We are looking for a Growth Analyst to join the Insights and Analytics team. You will use data to create better customer experiences, enable smarter business decisions, and drive innovations company-wide. As an early member of the company, you’ll take unstructured data and transform it into intuitive visualizations and insights. You’ll work with peers and cross-functional decision makers to help devise and evaluate experiments that will drive growth and meaningfully improve the pet health experience. What You'll Do Perform quantitative analyses to evaluate product, service and feature launches via A/B testing and time series analyses Collaborate with Growth, Marketing and Product to identify opportunities where data can be used to deliver insights and help prioritize key projects that will improve conversion, retention, and customer lifetime value Work with the Data team to build the architecture strategy for capturing and structuring data to conduct growth-related analyses and advise the leadership team on key initiatives Assess new product opportunities and market trends and present this information to other stakeholders through dashboards, presentations and reports Who You Are 2+ years of professional experience in an analytical role (e-commerce or subscription businesses preferred) Expertise in SQL and analyzing large datasets Data sleuth (e.g., data source identification, feasibility of joins, determines data reasonableness based on business insight) Ability to design and analyze A/B tests and create mockups for data visualization solutions Familiarity with technical tools such as Segment or Python and visualization platforms such as Looker, Tableau, Amplitude or Heap Strong sense of personal initiative and ownership Koala Health offers competitive salary and a chance to own a part of the company in the form of equity. We cover medical, dental, and vision insurance with partial coverage for your partner and dependents. Other benefits include unlimited PTO, a 401k retirement account and any Work From Home tools / equipment you need to support your own office needs.  We know that not everyone will have all these skills on day one. We value a learning mindset and individuals who are invested in our mission. If you don’t meet all of this criteria, we still encourage you to apply!",https://www.indeed.com/viewjob?jk=e4c995db2aa3f64b&fccid=9bdab5f9f62e85dc&vjs=3
